 ID-EVENTO;TITULO;PRECIO;GRATUITO;LARGA-DURACION;DIAS-SEMANA;DIAS-EXCLUIDOS;FECHA;FECHA-FIN;HORA;DESCRIPCION;CONTENT-URL;TITULO-ACTIVIDAD;URL-ACTIVIDAD;URL-INSTALACION;NOMBRE-INSTALACION;ACCESIBILIDAD-INSTALACION;CLASE-VIAL-INSTALACION;NOMBRE-VIA-INSTALACION;NUM-INSTALACION;DISTRITO-INSTALACION;BARRIO-INSTALACION;CODIGO-POSTAL-INSTALACION;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TIPO;AUDIENCIA;
12042069;"14.4";"20 euros";"0";"1";"M,X,J,V,S,D";"";"2024-06-27 00:00:00.0";"2024-07-28 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=aea532617b2e8810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6d3ce3914381c010VgnVCM1000000b205a0aRCRD";"Teatro Español";"1,6";"CALLE";"PRINCIPE";"25";"CENTRO";"CORTES";"28012";"440597";"4474036";"40.414828532240946";"-3.700164949543688";"/contenido/actividades/TeatroPerformance";"";
12038390;"20000 especies de abejas (en el Parque de Valdebernardo)";"";"1";"0";"";"";"2023-07-29 00:00:00.0";"2023-07-29 23:59:00.0";"22:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0554c21e5c3c8810VgnVCM1000001d4a900aRCRD";"Cine de verano en Vicálvaro";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fe83c21e5c3c8810VgnVCM1000001d4a900aRCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"/contenido/actividades/Musica";"";
12020015;"20000 especies de abejas (Estibaliz Urresola, 2023)";"";"1";"0";"";"";"2023-07-29 00:00:00.0";"2023-07-29 23:59:00.0";"22:00";"CINE DE VERANO";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=769f3f292ec48810VgnVCM1000001d4a900aRCRD";"Noches de Valdebernardo";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6f28c4b4f8c48810VgnVCM1000001d4a900aRCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"/contenido/actividades/Musica";"";
12060008;"2001: Una odisea del espacio";"";"0";"0";"";"";"2023-09-17 00:00:00.0";"2023-09-17 23:59:00.0";"";"Hace millones de años, antes de la aparición del 'homo sapiens', unos primates descubren un monolito que los conduce a un estadio de inteligencia superior. Millones de años después, otro monolito, enterrado en una luna, despierta el interés de los científicos. Por último, durante una misión de la NASA, HAL 9000, una máquina dotada de inteligencia artificial, se encarga de controlar todos los sistemas de una nave espacial tripulada.   ";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=042acd6fb9869810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2dbd1fe44c5ee310VgnVCM2000000c205a0aRCRD";"Cineteca Madrid";"1";"PLAZA";"LEGAZPI";"8";"ARGANZUELA";"CHOPERA";"28045";"440946";"4471422";"40.39130985242181";"-3.6958028442054074";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"";
12027875;"20.000 Especies de abejas";"";"1";"0";"";"";"2023-08-14 00:00:00.0";"2023-08-14 23:59:00.0";"22:15";"Estíbaliz Urresola, España 2023";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=122882025da78810VgnVCM2000001f4a900aRCRD";"Cine de verano 2023. San Blas - Canillejas. Parque de Canillejas";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9be60d85dd678810VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=59337b503a71c010VgnVCM1000000b205a0aRCRD";"Auditorio al aire libre. Parque de Canillejas";"0";"CALLE";"NECTAR";"32";"SAN BLAS-CANILLEJAS";"CANILLEJAS";"28022";"448169";"4477063";"40.44260378345522";"-3.6111693057729117";"/contenido/actividades/CineActividadesAudiovisuales";"";
12052831;"3,2,1... ¡Acción! Laboratorio de teatro e improvisación";"";"1";"1";"M";"";"2023-07-04 00:00:00.0";"2023-07-25 23:59:00.0";"18:30";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4d4bf248f5a29810VgnVCM1000001d4a900aRCRD";"Saca la actriz que llevas dentro. Laboratorio de teatro";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=76f366ca1623f710VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=306b89e2c9e5d010VgnVCM1000000b205a0aRCRD";"Espacio de Igualdad María Zambrano. Chamberí";"1";"CALLE";"ANDRES MELLADO";"44";"CHAMBERI";"GAZTAMBIDE";"28015";"439412";"4476170";"40.433958260960964";"-3.7143358486689415";"/contenido/actividades/CursosTalleres";"/usuario/Mujeres";
12050468;"4x4";"";"0";"1";"M,X,J,V,S,D";"";"2023-12-14 00:00:00.0";"2024-01-14 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=16e9e6b609029810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ba663d0b5e71c010VgnVCM1000000b205a0aRCRD";"Fernán Gómez Centro Cultural de la Villa";"1,6";"PLAZA";"COLON";"4";"SALAMANCA";"RECOLETOS";"28001";"441472";"4475155";"40.4249721516942";"-3.689948085098791";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"/usuario/Familias";
12033938;"A criança";"";"0";"0";"";"";"2023-08-04 00:00:00.0";"2023-08-04 23:59:00.0";"";"A mediados del siglo XVI, cerca de Lisboa, un joven adoptado llamado Bela intenta encontrar su lugar en una familia libre pero atrapada en un mundo donde cada sombra deja traslucir los defectos. Aquí, todo parece conducir al desastre.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c6afafbd7cf98810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2dbd1fe44c5ee310VgnVCM2000000c205a0aRCRD";"Cineteca Madrid";"1";"PLAZA";"LEGAZPI";"8";"ARGANZUELA";"CHOPERA";"28045";"440946";"4471422";"40.39130985242181";"-3.6958028442054074";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"";
12060610;"A por el littering";"";"1";"0";"";"";"2023-10-26 00:00:00.0";"2023-10-26 23:59:00.0";"18:00";"¿Alguna vez has encontrado determinados tipos de residuos en lugares que no te esperabas? ¿Os habéis fijado cuántos residuos hay por la calle? ¿En el campo? ¿En la playa? ¿Cómo han llegado allí? A través de este juego por equipos descubriremos que es el 'littering' y sus consecuencias. Actividad dirigida para niñas y niños de 6 a 9 años.  Necesaria inscripción previa a través de este enlace a partir de septiembre";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c048a2625bd69810VgnVCM1000001d4a900aRCRD";"'Con Erre de...' Talleres infantiles de medioambiente";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b115495b1c6f8810VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2e403d0b5e71c010VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal San Blas (San Blas-Canillejas)";"1,6";"CALLE";"SAN ROMAN DEL VALLE";"8";"SAN BLAS-CANILLEJAS";"ARCOS";"28037";"447249";"4474586";"40.420231627534996";"-3.6218113860909074";"/contenido/actividades/CursosTalleres";"/usuario/Niños";
12060608;"A por el littering";"";"1";"0";"";"";"2023-10-11 00:00:00.0";"2023-10-11 23:59:00.0";"18:00";"¿Alguna vez has encontrado determinados tipos de residuos en lugares que no te esperabas? ¿Os habéis fijado cuántos residuos hay por la calle? ¿En el campo? ¿En la playa? ¿Cómo han llegado allí? A través de este juego por equipos descubriremos que es el 'littering' y sus consecuencias. Actividad dirigida para niñas y niños de 6 a 9 años.  Necesaria inscripción previa a través de este enlace a partir de septiembre";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1447014d86d69810VgnVCM1000001d4a900aRCRD";"'Con Erre de...' Talleres infantiles de medioambiente";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b115495b1c6f8810VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=17f879262ef5d010VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal Pío Baroja (Arganzuela)";"1,6";"CALLE";"ARGANDA";"12";"ARGANZUELA";"ACACIAS";"28005";"439967";"4472399";"40.40003652682007";"-3.7074488154950584";"/contenido/actividades/CursosTalleres";"/usuario/Niños";
12041234;"A todo tren: Destino Asturias";"";"1";"0";"";"";"2023-09-09 00:00:00.0";"2023-09-09 23:59:00.0";"22:00";"Año: 2021Duración: 88 min.País: EspañaDirección: Santiago SeguraGénero: ComediaSinopsis: Cuando Ricardo, padre responsable volcado en su hijo, decide llevarle a un campamento en Asturias en tren nocturno, algunos padres le proponen que lleve también a varios de sus hijos Sin embargo, no cuentan con que en el último minuto les acompañe Felipe, abuelo de dos de los niños, un tipo extravagante e irresponsable. Cuando el tren arranca sin Ricardo ni Felipe, pero con los niños solos dentro, comenzará una disparatada persecución por parte del padre y del abuelo para alcanzar al tren, y un alocado viaje por parte de los niños, donde harán todas las travesuras que no se atreverían nunca a hacer delante de los mayores. Calificación: No recomendada para menores de siete años";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d5e0ca736cdd8810VgnVCM2000001f4a900aRCRD";"Cine de Verano Distrito Ciudad Lineal 2023";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c73ecbb7023c8810VgnVCM2000001f4a900aRCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"/contenido/actividades/CineActividadesAudiovisuales";"";
12049922;"Abbey Rock en cocierto";"";"1";"0";"";"";"2023-09-29 00:00:00.0";"2023-09-29 23:59:00.0";"19:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1af018d8d7b19810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=03f7cbf06c81c010VgnVCM1000000b205a0aRCRD";"Centro Sociocultural Santa Petronila (Villaverde)";"1";"CALLE";"MARIA MARTINEZ OVIOL";"12";"VILLAVERDE";"LOS ROSALES";"28021";"441277";"4466932";"40.35087114162283";"-3.691508909255186";"/contenido/actividades/Musica/RockPop";"";
12050463;"Abre el ojo";"";"0";"1";"M,X,J,V,S,D";"";"2023-10-05 00:00:00.0";"2023-10-29 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=eeb9e6b609029810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ba663d0b5e71c010VgnVCM1000000b205a0aRCRD";"Fernán Gómez Centro Cultural de la Villa";"1,6";"PLAZA";"COLON";"4";"SALAMANCA";"RECOLETOS";"28001";"441472";"4475155";"40.4249721516942";"-3.689948085098791";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"/usuario/Mayores";
12055831;"Activando la mente con mujeres en la historia";"";"1";"1";"L";"";"2023-07-17 00:00:00.0";"2023-07-31 23:59:00.0";"10:30";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8632c51c8c849810VgnVCM2000001f4a900aRCRD";"¿Qué nos da la salud a las mujeres y qué nos la quita?";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=856bad4dd90f9710VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=63431203d9e85110VgnVCM1000000b205a0aRCRD";"Espacio de Igualdad Lourdes Hernández. Carabanchel";"1";"CALLE";"COMANDANTE FONTANES";"8";"CARABANCHEL";"SAN ISIDRO";"28019";"438758";"4471886";"40.395326406887946";"-3.721622686264932";"/contenido/actividades/CursosTalleres";"/usuario/Mujeres";
11998705;"Actividades infantiles 'X Verano Retiro Sur'";"";"1";"1";"L,M,X,J,V,S,D";"";"2023-07-03 00:00:00.0";"2023-07-31 23:59:00.0";"09:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b2914fc4facb7810VgnVCM2000001f4a900aRCRD";"Actividades infantiles 'IX Verano Retiro Sur'";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1540a11910db2710VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a6c875993dc63110VgnVCM1000000b205a0aRCRD";"Centro Cultural Las Californias (Retiro)";"1,4";"CALLE";"LUIS PEIDRO";"2";"RETIRO";"ADELFAS";"28007";"442812";"4472042";"40.397020792322316";"-3.673881351837232";"/contenido/actividades/Campamentos";"";
12047249;"Actividades mensuales de los centros de mayores del distrito Centro";"";"0";"1";"L,M,X,J,V";"";"2023-07-01 00:00:00.0";"2023-07-31 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4f42ee63fd509810VgnVCM1000001d4a900aRCRD";"Actividades mensuales de los centros de mayores del distrito Centro";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=038a389dcf828810VgnVCM1000001d4a900aRCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
12028677;"Actividades verano 2023 Retiro";"";"1";"1";"L,M,X,J,V,S,D";"";"2023-07-06 00:00:00.0";"2023-08-24 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9e5889f580c78810VgnVCM2000001f4a900aRCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"/contenido/actividades/ActividadesDeportivas";"";
11718767;"Acuarela";"";"1";"0";"";"";"2023-08-05 00:00:00.0";"2023-08-05 23:59:00.0";"20:00";"Jazz a cargo de la compañía SongBookers.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=74bc809102091810VgnVCM1000001d4a900aRCRD";"Tardes Musicales. Distrito Fuencarral - El Pardo";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0e27de45308fc510VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=28fbfb20c0be9710VgnVCM1000001d4a900aRCRD";"Parque de el Pueblo de El Pardo";"0";"CALLE";"";"";"DISTRITO";"";"";"";"";"";"";"/contenido/actividades/ItinerariosOtrasActividadesAmbientales";"";
11999930;"African Studies. Edward Burtynsky";"Entrada gratuita";"0";"1";"M,X,J,V,S,D";"";"2023-06-08 00:00:00.0";"2023-10-01 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5fef6a6fa41c7810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5ff519cd7bcee210VgnVCM1000000b205a0aRCRD";"CentroCentro";"1";"PLAZA";"CIBELES";"1";"RETIRO";"LOS JERONIMOS";"28014";"441277";"4474496";"40.419011767401095";"-3.692206111679657";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"";
12060030;"Afterwater";"";"0";"1";"M,X,J,V,S,D";"";"2023-09-23 00:00:00.0";"2023-09-26 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1e1bcd6fb9869810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2dbd1fe44c5ee310VgnVCM2000000c205a0aRCRD";"Cineteca Madrid";"1";"PLAZA";"LEGAZPI";"8";"ARGANZUELA";"CHOPERA";"28045";"440946";"4471422";"40.39130985242181";"-3.6958028442054074";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"";
12062498;"Al compás de Dobemol";"Matrícula: 140 euros /trimestre (más gastos de gestión). Solo se devolverá el importe de la matrícula en caso de que la organización cancele la actividad.";"0";"0";"";"";"2023-09-21 00:00:00.0";"2023-12-19 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3fd9b3a602879810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ef686a9ee7336110VgnVCM1000000b205a0aRCRD";"Matadero Madrid";"1";"PLAZA";"LEGAZPI";"8";"ARGANZUELA";"CHOPERA";"28045";"440946";"4471422";"40.39130985242181";"-3.6958028442054074";"";"";
12062653;"Alas para soñar y aletas para jugar";"Matrícula: 25 euros por las 3 sesiones (más gastos de gestión). Solo se devolverá el importe de la matrícula en caso de cancelación de la actividad.";"0";"0";"";"";"2023-10-08 00:00:00.0";"2023-12-03 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b5dfb3a602879810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ef686a9ee7336110VgnVCM1000000b205a0aRCRD";"Matadero Madrid";"1";"PLAZA";"LEGAZPI";"8";"ARGANZUELA";"CHOPERA";"28045";"440946";"4471422";"40.39130985242181";"-3.6958028442054074";"";"";
12037895;"Alba Reche - Arganzuela";"";"1";"0";"";"";"2023-07-28 00:00:00.0";"2023-07-28 23:59:00.0";"23:05";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=320621f99c0c8810VgnVCM1000001d4a900aRCRD";"Alba Reche";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=260621f99c0c8810VgnVCM1000001d4a900aRCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"/contenido/actividades/1ciudad21distritos";"";
12042086;"Alegría Station";"";"0";"1";"M,X,J,V,S,D";"";"2023-11-16 00:00:00.0";"2023-12-10 23:59:00.0";"19:30";"Martes a domingo / 19:30 horas";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=255632617b2e8810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6d3ce3914381c010VgnVCM1000000b205a0aRCRD";"Teatro Español";"1,6";"CALLE";"PRINCIPE";"25";"CENTRO";"CORTES";"28012";"440597";"4474036";"40.414828532240946";"-3.700164949543688";"/contenido/actividades/TeatroPerformance";"";
12054712;"Alfabetización digital básica a cargo de San Blas Digital";"";"1";"1";"X";"";"2023-07-05 00:00:00.0";"2023-07-26 23:59:00.0";"10:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=38876a6861f39810VgnVCM1000001d4a900aRCRD";"Disminuyendo la brecha digital: aprendiendo las funciones de la mensajería instantánea";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3331e3acb4fbe710VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5e46dfffe772a510VgnVCM1000001d4a900aRCRD";"Espacio de Igualdad Gloria Fuertes. Vicálvaro";"1";"AVENIDA";"REAL";"14";"VICALVARO";"CASCO H.VICALVARO";"28032";"448473";"4472636";"40.40274516135535";"-3.6072257008596313";"/contenido/actividades/CursosTalleres";"/usuario/Mujeres";
12037521;"Alma y ritmo";"";"1";"0";"";"";"2023-08-25 00:00:00.0";"2023-08-25 23:59:00.0";"21:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=032921d8abeb8810VgnVCM2000001f4a900aRCRD";"Alma y ritmo";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b8f6e510c8eb8810VgnVCM2000001f4a900aRCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"/contenido/actividades/ActividadesCalleArteUrbano";"";
12050522;"Amazônia";"";"0";"1";"M,X,J,V,S,D";"";"2023-09-13 00:00:00.0";"2024-01-14 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f9bbe6b609029810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ba663d0b5e71c010VgnVCM1000000b205a0aRCRD";"Fernán Gómez Centro Cultural de la Villa";"1,6";"PLAZA";"COLON";"4";"SALAMANCA";"RECOLETOS";"28001";"441472";"4475155";"40.4249721516942";"-3.689948085098791";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"/usuario/Familias,/usuario/Mayores";
12051862;"Amiga, me estoy separando";"";"1";"1";"L";"10/7/2023;";"2023-07-03 00:00:00.0";"2023-07-31 23:59:00.0";"12:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2dcd41abea529810VgnVCM1000001d4a900aRCRD";"Las mujeres cuidamos la memoria";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fa004215b44be710VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a3ab855a64315610VgnVCM2000001f4a900aRCRD";"Espacio de Igualdad Carme Chacón. Hortaleza";"1";"CALLE";"MATAPOZUELOS";"2";"HORTALEZA";"CANILLAS";"28043";"444876";"4479190";"40.46155641637237";"-3.6501714580414126";"/contenido/actividades/CursosTalleres";"/usuario/Mujeres";
12023634;"Animales fantásticos: los secretos de Dumbledore";"";"1";"0";"";"";"2023-07-29 00:00:00.0";"2023-07-29 23:59:00.0";"22:00";"Dirección: David Yates.  Género: Fantástico, Comedia.  Sinopsis: El profesor Albus Dumbledore (Jude Law) sabe que el poderoso mago oscuro Gellert Grindelwald (Mads Mikkelsen) está haciendo planes para apoderarse del mundo mágico. Incapaz de detenerlo él solo, confía en el Magizoólogo Newt Scamander (Eddie Redmayne) para dirigir un intrépido equipo de magos, brujas y un valiente panadero Muggle en una misión peligrosa, donde se encuentran con antiguos y nuevos animales y se enfrentan a una legión cada vez más numerosa de seguidores de Grindelwald. Hay mucho en juego así que nos preguntamos hasta cuándo podrá permanecer Dumbledore al margen.   No recomendada a menores de 13 años.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=94d8e5726e668810VgnVCM1000001d4a900aRCRD";"Cine de Verano Moratalaz";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d491274cf7668810VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=35f0833f1eec3610VgnVCM1000001d4a900aRCRD";"Auditorio al aire libre. Parque de la Cuña Verde";"1";"CALLE";"JOSE BERGAMIN";"62";"MORATALAZ";"MARROQUINA";"28030";"446334";"4473592";"40.41122222440268";"-3.6325060663892805";"/contenido/actividades/CineActividadesAudiovisuales";"";
