Distrito,Apartado,Número de archivo,Situación Destino,Destino,Solar
VILLA DE VALLECAS,PARQUES Y JARDINES,300.827,AVENIDA DEL CERRO MILANO NUM 7,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES. SISTEMA GENERAL DE ESPACIOS LIBRES.,904.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,300.828,AVENIDA DEL CERRO MILANO C/V C/ PEÑARANDA DE BRACAMONTE,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,381.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,300.829,AVENIDA DEL CERRO MILANO C/V AV. DE LA GAVIA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES. SISTEMA GENERAL DE ESPACIOS LIBRES.,16273.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,300.83,AVENIDA DEL MAYORAZGO C/V C/ DE SERRANILLOS DEL VALLE,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2943.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,300.831,CALLE DE PEÑARANDA DE BRACAMONTE C/V AV CERRO MILANO,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES. SISTEMA GENERAL DE ESPACIOS LIBRES.,33991.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,300.832,CAMINO DEL SANTÍSIMO (LATERAL ENTRE M-45 Y AV C.MILANO),DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES. SISTEMA GENERAL DE ESPACIOS LIBRES.,967.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,300.833,AVENIDA DE LA VILLA DE VALLECAS NUM 13,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2154.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,300.834,AVENIDA DEL CERRO MILANO C/V C/ DE TALAMANCA DEL JARAMA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1228.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,300.835,AVENIDA VILLA DE VALLECAS C/V AV. ENSANCHE DE VALLECAS,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,7769.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,300.836,CALLE DE ENTREPEÑAS NUM 66,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2925.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,300.837,CALLE DE VILLAMAYOR DE SANTIAGO NUM 25,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2530.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,300.838,CALLE CORRAL DE ALMAGUER C/V C/ VILLAMAYOR DE SANTIAGO,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,4439.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,300.839,CALLE DE BAÑOS DE VALDEARADOS NUM 4,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,4439.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,300.84,AVENIDA DEL CERRO MILANO NUM 6,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2250.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,300.841,"AVENIDA DEL CERRO MILANO, FRENTE AL NUM 3",DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2190.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,300.842,CAMINO DEL SANTÍSIMO (LATERAL ENTRE M-45 Y AV. SUERTES),DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES. SISTEMA GENERAL DE ESPACIOS LIBRES.,14936.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,300.843,AVENIDA DEL CERRO MILANO NUM 22,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES. SISTEMA GENERAL DE ESPACIOS LIBRES.,28211.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,300.844,CALLE DE MAZATERÓN NUM 1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,8612.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,300.845,CALLE DE ENTREPEÑAS NUM 25,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2194.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,300.846,CALLE DE ENTREPEÑAS NUM 43,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,5368.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,300.847,CALLE DE ENTREPEÑAS NUM 53,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,10647.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,300.848,AVENIDA ENSANCHE DE VALLECAS C/V AVENIDA DE LAS SUERTES,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1919.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,300.781,POBLADO DE ALTAMIRAPOBLADO ALTAMIRA S/N.,PREVISTO COMO ZONA VERDE SINGULAR DENTRO DEL PARQUE METROPOLITANO MANZANARES SUR.,2108.79 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,300.782,CAMINO DE VASARES NUM 4,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,8889.40 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,300.783,CAMINO DE VASARES NUM 2C/ FELIPE ÁLVAREZ C/V C/ PUERTO DEL BRUCH.,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,4483.39 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,300.784,AVENIDA DE SANTA EUGENIA NUM 1A,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. EN EL INTERIOR DE SU PERÍMETRO SE ENCUENTRANUBICADAS UNA CASETA DE JARDINEROS Y LA INSTALACIÓN DEPORTIVA BÁSICA PAR CASTRILLO DE AZA (PISTA DEBALONCESTO), SITUADA EN LA AVENIDA DE SANTA EUGENIA NÚMERO 1. PARCELA DE ALTA EN PMS CON NÚMERO DEINVENTARIO 21.351.",5820.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,300.785,CALLE DEL MONTE DE MONTJUICH NUM 7,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,7150.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,300.786,CAMINO DE VASARES,"NO FIGURA COMO ZONA VERDE EN EL PGOUM-97, SINO COMO VÍA PÚBLICA.",391.62 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,300.799,CALLE DE ZAZUAR NUM 1,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. EN SU PERÍMETRO SE ENCUENTRA INCLUIDA LAINSTALACIÓN DEPORTIVA BÁSICA ZAZUAR, PISTA DE BALONCESTO, SITUADA EN LA CALLE ZAZUAR NÚMERO 1 CONVUELTA A AVENIDA DEL MEDITERRÁNEO. PARCELA DE ALTA EN PMS CON NÚMERO DE INVENTARIO 27.200.",7111.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,300.8,CALLE DE LA VIRGEN DE LAS VIÑAS NUM 15,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. DENTRO DE SU PERÍMETRO SE ENCUENTRA INCLUIDA LAINSTALACIÓN DEPORTIVA BÁSICA PARROQUIA SANTA EUGENIA, PISTA POLIVALENTE, SITUADA EN LA CALLE VIRGENDE LAS VIÑAS, 15. PARCELA DE ALTA EN PMS CON NÚMERO DE INVENTARIO 27.196.",7194.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,300.801,CALLE DE PUENTELARRA NUM 12-16,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. DENTRO DE SU PERÍMETRO SE ENCUENTRA LAINSTALACIÓN DEPORTIVA BÁSICA PUENTELARRA, 2 PISTAS DE BALONCESTO 3X3, SITUADA EN LA CALLE PUENTELARRANÚMEROS 12-16. PARCELA DE ALTA EN PMS CON NÚMERO DE INVENTARIO 27.197.",4750.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,300.803,"CALLE DE POZA DE LA SAL, 2 Y C/ FUENTESPINA, 29 A","DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. PARTE DE ESTA FINCA ESTÁ CALIFICADA DE VÍAPÚBLICA EN EL PGOUM97. DENTRO DE SU PERÍMETRO SE ENCUENTRA INCLUIDA LA INSTALACIÓN DEPORTIVA BÁSICAPOZA DE LA SAL, PISTA DE BALONCESTO, SITUADA EN LA CALLE POZA DE LA SAL NÚMERO 2 Y LA INSTALACIÓNDEPORTIVA BÁSICA DENOMINADA PISTA PATINAJE FUENTESPINA (PISTA DE PATINAJE), SITUADA EN LA CALLEFUENTESPINA, 29 A.",54210.75 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,300.775,CALLE DE LA SIERRA GADOR NUM 7 A,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,440.42 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.083,AVENIDA DEL CERRO MILANO C/V CAMINO DE VALDECULEBRA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES. SISTEMA GENERAL DE ESPACIOS LIBRES.,364663.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.084,CALLE DE LA CAÑADA DEL SANTÍSIMO NUM 45,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES. SISTEMA GENERAL DE ESPACIOS LIBRES. EN EL INTERIOR DESU PERÍMETRO SE ENCUENTRA UBICADA LA INSTALACIÓN DEPORTIVA BÁSICA DENOMINADA AMPLIACIÓN PARCELAENSANCHE 3.16 (PISTA DE FÚTBOL SALA Y PISTA DE BALONCESTO), SITUADA EN LA CALLE CAÑADA DEL SANTÍSIMO,45.",12930.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.098,CALLE DE CONGOSTO NUM 39,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,6583.75 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.099,CALLE DE CONGOSTO NUM 39,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,93.75 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.1,CALLE DE CONGOSTO NUM 39,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,95.50 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.101,AVENIDA DE LA VILLA DE VALLECAS C/V C/ MAPLICA DE TAJO,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1942.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.102,AVENIDA ENSANCHE DE VALLECAS C/V C/ J. GUTIERREZ MAROTO,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES. SISTEMA GENERAL DE ESPACIOS LIBRES.,17023.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.103,AVENIDA DEL ENSANCHE DE VALLECAS NUM 69,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES. SISTEMA GENERAL DE ESPACIOS LIBRES. EN EL INTERIOR DESU PERÍMETRO SE ENCUENTRA UBICADA LA INSTALACIÓN DEPORTIVA BÁSICA AMPLIACIÓN DE LA PARCELA 3.16(DOSPISTAS DEPORTIVAS INFANTILES MULTIDEPORTES BALONCESTO Y FÚTBOL), SITUADA EN LA AVENIDA DE LA CAÑADADEL SANTÍSIMO C/V A LA AVENIDA DEL ENSANCHE DE VALLECAS.",15317.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.104,CALLE DE JOSÉ GUTIERREZ MAROTO NUM 13,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2925.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.105,CALLE DE RAFAEL DE LEÓN NUM 14,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2925.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.106,CALLE DE RAFAEL DE LEÓN NUM 17,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2925.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.107,CALLE DE LA CAÑADA DEL SANTÍSIMO NUM 36,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2365.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.108,AVENIDA DEL ENSANCHE DE VALLECAS C/V AV. CERRO MILANO NUM 33,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,44500.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.109,"CALLE DE LA CAÑADA DEL SANTÍSIMO, FRENTE AL Nº. 46",DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES. SISTEMA GENERAL DE ESPACIOS LIBRES.,8631.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.11,"CALLE DE LA CAÑADA DEL SANTÍSIMO, FRENTE AL Nº. 56",DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES. SISTEMA GENERAL DE ESPACIOS LIBRES.,7282.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.111,AVENIDA DEL CERRO MILANO C/V AUTOVÍA M-45,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES. SISTEMA GENERAL DE ESPACIOS LIBRES.,20161.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.113,CALLE DE BERNARDINO DE PANTORBA NUM 18,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2941.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.114,AVENIDA DE SALMEDINA C/V C/ DE LA CAÑADA DEL SANTÍSIMO,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1093.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.115,AVENIDA DE SALMEDINA C/V C/ DE JOSE GUTIERREZ MAROTO,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,3621.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.116,CALLE DE JOSÉ GUTIÉRREZ MAROTO C/V C/ DE JOSÉ TAMAYO,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,3737.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.117,CALLE DE SIERRA VIEJA NUM 38,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,912.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.118,CALLE DE VILLAR DEL OLMO C/V C/ ROZAS DE PUERTO REAL,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1809.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.119,CALLE VILLAR DEL OLMO C/V MARTÍN MUÑOZ DE LAS POSADAS NUM 3,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1371.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.12,CALLE DE TINEO NUM 2 Y 4,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1079.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.121,AVENIDA DEL MAYORAZGO C/V BULEVAR DE LA NATURALEZA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,4684.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.122,CALLE DE VALDERREBOLLO NUM 3,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1111.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.123,CALLE VALDERREBOLLO Nº8 C/V C/ DE TINEO NUM 3,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,3137.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.124,AVENIDA DEL MAYORAZGO NUM 26,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES. SISTEMA GENERAL DE ESPACIOS LIBRES.,361784.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.125,AVENIDA DEL MAYORAZGO C/V AV/ DE LA GAVIA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,7350.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.126,BULEVAR DE LA NATURALEZA NUM 33,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,7378.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.127,AVENIDA DEL MAYORAZGO C/V C/ DE CASTEJÓN DE HENARES,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,33119.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.128,AVENIDA DEL MAYORAZGO C/V C/ DEL PUERTO DE PORZUNA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,53269.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.129,AVENIDA DEL MAYORAZGO C/V C/ DE VILLAMANTA NUM 25,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,7350.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.13,AVENIDA DE LA VILLA DE VALLECAS C/V AV. DEL CERRO MILANO,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,8468.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.131,AVENIDA DEL MAYORAZGO C/V C/ DE TALAMANCA DEL JARAMA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,7350.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.132,AVENIDA DEL MAYORAZGO C/V CAMINO DEL SANTÍSIMO,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES. SISTEMA GENERAL DE ESPACIOS LIBRES.,17952.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.133,CALLE GRANJA DE SAN ILDEFONSO C/V C/ PUERTO DE PORZUNA,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. EN SU PERÍMETRO SE ENCUENTRA INCLUIDA LAINSTALACIÓN DEPORTIVA BÁSICA PISTA DE PATINAJE (PISTA DE PATINAJE), SITUADA EN LA CALLE DE PUERTOPORZUNA, S/N.",31158.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.134,CALLE ROZAS DEL PUERTO REAL C/V C/ SIERRA DE PALOMERAS,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,4439.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.135,CALLE DE HONRUBIA C/V C/ DE ALMONTE,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,4439.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.136,CALLE DE ALMONTE C/V C/ DE TINEO,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,4439.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.137,CALLE BULEVAR DE LA NATURALEZA C/V C/ DE HONRUBIA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2922.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.138,CALLE DE ALMONTE C/V C/ DE TINEO,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,4441.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.139,CALLE DE HONRUBIA C/V C/ DE ALMONTE,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,4445.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.14,BULEVAR DE LA NATURALEZA C/V C/ DE TINEO,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,6909.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.142,CALLE DEL ALTO DEL RETIRO NUM 4,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. EN SU PERÍMETRO SE ENCUENTRA INCLUIDA UNA CASETADE JARDINEROS,28363.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.143,CALLE DE ANTONIO GADES C/V AV. DE LAS SUERTES,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES. SISTEMA GENERAL DE ESPACIOS LIBRES. EN EL INTERIOR DESU PERÍMETRO SE ENCUENTRA UBICADA LA INSTALACIÓN DEPORTIVA BÁSICA AMPLIACIÓN DE LA PARCELA 3.16(PISTADE BALONCESTO Y PISTA DE FÚTBOL), SITUADA EN LA AVENIDA DE LAS SUERTES Y LA CALLE ANTONIO GADES.",25165.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.144,CALLE DE ANTONIO GADES C/V CAMINO DEL SANTÍSIMO,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES.,694.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.145,CALLE J.A. REBOLLEDO Y PALMA C/V C/ PRINCESA KAPURTALA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2925.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.146,CALLE DE JOSÉ ANTONIO REBOLLEDO Y PALMA NUM 23,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1377.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.147,AVENIDA DEL CERRO MILANO C/V C/ DEL ARTE EXPRESIONISTA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,4439.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.148,AVENIDA CERRO MILANO C/V CAMINO VIEJO DE LA CANTERA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES. SISTEMA GENERAL DE ESPACIOS LIBRES.,269672.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.149,CALLE CARDENAL V. ENRIQUE T. C/V C/ PILAR DE MADARIAGA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2365.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.15,AVENIDA DEL CERRO MILANO C/V C/ DEL ARTE POP,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. EN EL INTERIOR DE SU PERÍMETRO SE ENCUENTRAINCLUIDA LA INSTALACIÓN DEPORTIVA BÁSICA DENOMINADA EDUARDO CHILLIDA (MINI PISTA DEPORTIVA PARAFUTBOL Y BALON CESTO, JOCKEY Y BALONMANO), SITUADA EN LA PARCELA 5.36 ENSANCHE DE VALLECAS.",3426.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.151,CALLE DEL ARTE FIGURATIVO C/V DEL ARTE EXPRESIONISTA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,4806.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.152,AVENIDA DE VALDECULEBRAS NUM 134,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2216.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.153,CALLE ARTE FIGURATIVO C/V C/ DE LA ESCUELA DE VALLECAS,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,8905.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.154,AVENIDA DE LA GRAN VÍA DEL SURESTE NUM 45,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,9751.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.155,AVENIDA DE LAS SUERTES C/V C/ PILAR DE MADARIAGA ROJO,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2365.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.156,AVENIDA SUERTES C/V C/ CARDENAL VICENTE ENRIQUE TARANCON,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,13061.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.157,CALLE CARDENAL V ENRIQUE T. C/V PRINCESA DE KAPURTALA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2925.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.158,AVENIDA GRAN VÍA DEL SURESTE C/V C/ CERRO DEL MURMULLO,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES. SISTEMA GENERAL DE ESPACIOS LIBRES.,11620.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.159,CALLE DEL MAESTRO GARCÍA NAVARRO,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,4439.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.16,CALLE DE LA PRINCESA DE KAPURTALA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,4439.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.161,AVENIDA DE LAS SUERTES C/V AV. DEL ENSANCHE DE VALLECAS,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES. SISTEMA GENERAL DE ESPACIOS LIBRES. EN EL INTERIOR DESU PERÍMETRO SE ENCUENTRA UBICADA UNA PISTA DE SKATE, SITUADA EN LA AVENIDA DEL ENSANCHE DE VALLECASC/V C/ CAÑADA DEL SANTÍSIMO Y C/ ADOLFO MARSILLACH.",6504.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.162,AVENIDA DE SALMEDINA C/V C/ DEL EMBALSE DE SAN JUAN,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2546.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.163,AVENIDA DE LAS SUERTES NUM 100,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1939.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.164,CALLE DE ADOLFO MARSILLACH NUM 4,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2925.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.165,CALLE DE SILVINA OCAMPO C/V C/ DE ANTONIO GADES,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2925.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.166,CALLE DE LA ESCUELA DE VALLECAS FRENTE AL NUM 45,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,18044.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.167,CALLE ALEJANDO HUMBOLT C/V C/ FERNANDO CHUECA GOITIA NUM 72,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2365.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.168,CALLE DE ANTONIO GADES NUM 47,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2365.00 m2
VILLA DE VALLECAS,PARQUES Y JARDINES,301.169,CALLE DE ADOLFO MARSILLACH NUM 46,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,12834.00 m2
