,TIPO,NOMBRE,DIRECCION,DESCRIPCION,LATITUD,LONGITUD
48,Salas espectaculos,Teatro Infanta Isabel,CALLE BARQUILLO 24.0,Teatros,40.42221671356561,-3.6955867306586354
49,Salas espectaculos,Teatro Karpas,CALLE SANTA ISABEL 19.0,Teatros,40.41045615490087,-3.6977049393895824
50,Salas espectaculos,Teatro La Corsetería - NTF,CALLE CABEZA 8.0,Teatros,40.411745481650485,-3.703481650678806
51,Salas espectaculos,Teatro La Encina,CALLE ERCILLA 15.0,Teatros,40.40292067588232,-3.7028123300797953
52,Salas espectaculos,Teatro la Latina,PLAZA CEBADA 2.0,Teatros,40.411397795053,-3.708781739576842
53,Salas espectaculos,Teatro La Sala,CALLE PALOS DE LA FRONTERA 3.0,Teatros,40.40309417359402,-3.6989842711202656
54,Salas espectaculos,Teatro Lagrada,CALLE ERCILLA 20.0,Teatros,40.40268595360097,-3.70289238039068
55,Salas espectaculos,Teatro Lara,CALLE CORREDERA BAJA DE SAN PABLO 15.0,Teatros,40.42208196713365,-3.704449834829029
56,Salas espectaculos,Teatro Lope de Vega,CALLE GRAN VÍA 57.0,Teatros,40.42189272510087,-3.7088800933302783
57,Salas espectaculos,Teatro Maravillas,CALLE MANUELA MALASAÑA 6.0,Teatros,40.4286757607178,-3.703103946758172
58,Salas espectaculos,Teatro Marquina,CALLE PRIM 11.0,Teatros,40.42195750772574,-3.693745153154264
59,Salas espectaculos,Teatro María Guerrero.,CALLE TAMAYO Y BAUS 4.0,Teatros,40.42288948179915,-3.693071021887218
60,Salas espectaculos,Teatro Monumental,CALLE ATOCHA 65.0,Teatros,40.41248873703834,-3.699161734460963
61,Salas espectaculos,Teatro Multiespacio La Strada,CALLE MAGALLANES 23.0,Teatros,40.435354235764464,-3.705754037741118
62,Salas espectaculos,Teatro Municipal de Títeres. Parque de El Retiro,AVENIDA MÉXICO 4.0,Teatros,40.41878362561595,-3.6866519471003647
63,Salas espectaculos,Teatro Muñoz Seca,PLAZA CARMEN 1.0,Teatros,40.41840439358014,-3.703279899159383
64,Salas espectaculos,Teatro Nuev9 Norte,CALLE NORTE 9.0,Teatros,40.4260176028424,-3.70761486653819
65,Salas espectaculos,Teatro Nuevo Apolo,PLAZA TIRSO DE MOLINA 1.0,Teatros,40.41234075831118,-3.703369987899476
66,Salas espectaculos,Teatro Pavón,CALLE EMBAJADORES 9.0,Teatros,40.41002883652138,-3.706199496442089
67,Salas espectaculos,Teatro Príncipe Gran Vía,CALLE TRES CRUCES 8.0,Teatros,40.41941656735497,-3.702760005318704
68,Salas espectaculos,Teatro Quique San Francisco,CALLE GALILEO 39.0,Teatros,40.43371945428351,-3.7104468992841753
69,Salas espectaculos,Teatro Reina Victoria,CARRERA SAN JERONIMO 24.0,Teatros,40.41651548060074,-3.699818451104129
70,Salas espectaculos,Teatro Rialto,CALLE GRAN VIA 54.0,Teatros,40.42138841205714,-3.707377753413243
71,Salas espectaculos,Teatro Sala Cuarta Pared,CALLE ERCILLA 17.0,Teatros,40.402777112937486,-3.702716560812772
72,Salas espectaculos,Teatro Sala Mirador,CALLE DOCTOR FOURQUET 31.0,Teatros,40.40706813699774,-3.6988988076525446
73,Salas espectaculos,Teatro Tribueñe,CALLE SANCHO DAVILA 31.0,Teatros,40.425569368259886,-3.661599639903205
74,Salas espectaculos,Teatro Valle Inclán. Centro Drámatico Nacional,CALLE VALENCIA 1.0,Teatros,40.40800690285846,-3.7004845788684912
75,Salas espectaculos,Teatro Victoria,CALLE PEZ 17.0,Teatros,40.42378660181596,-3.705611071847053
76,Salas espectaculos,Teatros del Canal,CALLE CEA BERMUDEZ 1.0,Teatros,40.43854675141601,-3.705057921443053
77,Salas espectaculos,Teatros Luchana,CALLE LUCHANA 38.0,Teatros,40.43193980366074,-3.698186306223295
78,Salas espectaculos,Teatro. Artespacio Plot Point,CALLE ERCILLA 29.0,Teatros,40.40192531437177,-3.7020477784084793
79,Salas espectaculos,Teatro. Bululú 2120,CALLE CANARIAS 16.0,Teatros,40.40195873806236,-3.696521252638884
80,Salas espectaculos,Teatro. Mínima espacio escénico,CALLE MALLORCA 4.0,Teatros,40.40704888094098,-3.698011525994152
81,Salas espectaculos,Teseo Teatro,RONDA SEGOVIA 61.0,Teatros,40.40848902977015,-3.7159050283874873
82,Salas espectaculos,Theatre for the people,PLAZA CARLOS CAMBRONERO 5.0,Teatros,40.42313947499592,-3.703883251330829
83,Salas espectaculos,Cine Artistic Metropol,CALLE CIGARRERAS 6.0,CinesFilmotecas,40.40488744133082,-3.7074402109488234
84,Salas espectaculos,Cine Capitol Gran Vía,CALLE GRAN VIA 41.0,CinesFilmotecas,40.42044662928379,-3.706582132732834
