,TIPO,NOMBRE,DIRECCION,DESCRIPCION,LATITUD,LONGITUD
687,Monumentos,Rey godo anterior a Leovigildo,C Méndez Núñez 1,Estatua,40.4158596533392,-3.69052365429278
688,Monumentos,Ricardo Codorníu,Pº Julio Romero de Torres N/A o N/D,Estatua,40.41257453358713,-3.6808725047106696
689,Monumentos,Ricardo de la Vega,Ctra Fernanflor 8,"Elemento conmemorativo, Lápida",40.41662847511813,-3.696024228026796
690,Monumentos,Ricardo Villa,Trav Bringas 1,"Elemento conmemorativo, Lápida",40.41572344836793,-3.708567820110063
691,Monumentos,Rosalía de Castro,C Ballesta 13,"Elemento conmemorativo, Lápida",40.42188973799024,-3.703469437718184
692,Monumentos,Rubén Darío,CALLE VENERAS 4,"Elemento conmemorativo, Lápida",40.419366433462166,-3.7074238861825792
693,Monumentos,Rubén Darío,GLORIETA RUBEN DARIO 4,"Elemento conmemorativo, Lápida",40.43272591437011,-3.6909047223605502
694,Monumentos,Rubén Darío,GLORIETA RUBEN DARIO 1,Estatua,40.43273593844541,-3.691684127602227
695,Monumentos,Rubén Darío,CALLE SERRANO 31,"Elemento conmemorativo, Lápida",40.42759181849185,-3.687631112527105
696,Monumentos,Ruinas de la ermita de san Pelayo y san Isidoro,No disponible,Edificación singular,40.4205323834076,-3.6803869236490776
697,Monumentos,Ruperto Chapí,C Arenal 18,"Elemento conmemorativo, Lápida",40.41739168324489,-3.706840835469393
698,Monumentos,Ruperto Chapí,Pº Duque de Fernán Núñez N/A o N/D,Grupo Escultórico,40.41978743788123,-3.6814402931570074
699,Monumentos,Ría Chica,No disponible,"Fuente, Estanque, Lámina de agua",40.42313827677812,-3.661363634950625
700,Monumentos,Ría del paseo de Colombia,PASEO COLOMBIA 1,"Fuente, Estanque, Lámina de agua",40.41906571939961,-3.684053112760816
701,Monumentos,Ría Norte y estanque de la Montaña Artificial del Retiro,Pº Duque de Fernán Núñez N/A o N/D,"Fuente, Estanque, Lámina de agua",40.42111786715193,-3.680404610139603
702,Monumentos,Saineteros madrileños,CALLE LUCHANA 1,Grupo Escultórico,40.42936179973726,-3.7017578195321583
703,Monumentos,San Isidoro,Pº Recoletos 20,Estatua,40.42381640417609,-3.6902277925359694
704,Monumentos,San Isidoro,PLAZA MARQUES DE COMILLAS 1,Estatua,40.44549064892974,-3.7192271957409138
705,Monumentos,San Isidro,No disponible,Grupo Escultórico,40.40987468819365,-3.7147293508847015
706,Monumentos,San José,CALLE ELOY GONZALO 3,Estatua,40.43396130832552,-3.703366508250357
707,Monumentos,Sancha. Reina de León,Pza Oriente N/A o N/D,Estatua,40.41884255225387,-3.712643593674597
708,Monumentos,Sancho IV,Pº República Argentina N/A o N/D,Estatua,40.416849571553215,-3.6876813257295855
709,Monumentos,Sancho IV. El Bravo,PASEO ARGENTINA 2,Estatua,40.41641800657534,-3.688129200745717
710,Monumentos,Santa María de la Cabeza,CALLE TOLEDO 1,Estatua,40.41496410523568,-3.7075957126595975
711,Monumentos,Santiago Ramón y Cajal,Pº Venezuela N/A o N/D,Grupo Escultórico,40.41655706214545,-3.6807829932642098
712,Monumentos,Santiago Ramón y Cajal,C Santa Isabel 51,"Elemento conmemorativo, Lápida",40.40924498592644,-3.6953706582925143
713,Monumentos,Santiago Ramón y Cajal,C Alfonso XII 64,"Elemento conmemorativo, Lápida",40.40818488883418,-3.6888541699550137
714,Monumentos,Serafín y Joaquín Álvarez Quintero,C Velázquez 76,"Elemento conmemorativo, Lápida",40.4295494815605,-3.6836019282799146
715,Monumentos,Si todos los hombres...,CALLE GUZMAN EL BUENO 1,"Elemento conmemorativo, Lápida",40.430622853025255,-3.713639175881835
716,Monumentos,Simón Bolívar y María Teresa del Toro,C Gravina 19,"Elemento conmemorativo, Lápida",40.42281360982687,-3.696700952802356
717,Monumentos,Simón de Rojas Clemente,Pza Murillo 2,Estatua,40.41128811791733,-3.6911840840040018
718,Monumentos,Sirena Varada 'Lugar de Encuentros III',Pº Castellana 41,Escultura conceptual o abstracta,40.43302902844069,-3.687810755578041
719,Monumentos,Skandia,CALLE GUZMAN EL BUENO 133,Escultura conceptual o abstracta,40.44298464158624,-3.7126774084733696
720,Monumentos,Sor Marcela de San Félix,C Huertas 47,"Elemento conmemorativo, Lápida",40.41337675465542,-3.697428658903856
721,Monumentos,Suintila,Pza Oriente N/A o N/D,Estatua,40.41775151240112,-3.712797101192608
722,Monumentos,Templete de música del parque de Roma,C Juan Esplandiú N/A o N/D,Edificación singular,40.41509074425869,-3.661791660211395
723,Monumentos,Teniente Jacinto Ruíz Mendoza,Pza Rey N/A o N/D,Estatua,40.42035053969978,-3.6958032606375104
724,Monumentos,Tetraedro-Fuego,No disponible,Escultura conceptual o abstracta,40.40261182232879,-3.7105986646289137
725,Monumentos,Thalía,No disponible,Estatua,40.41450137812112,-3.6779924296541946
726,Monumentos,Tirso de Molina,Pza Tirso de Molina N/A o N/D,Estatua,40.41235131224301,-3.704595861391306
727,Monumentos,Tomás Bretón,CALLE CAMPOMANES 10,"Elemento conmemorativo, Lápida",40.41930100846769,-3.709118228949357
728,Monumentos,Tomás Borrás Bermejo,C Tomás Borrás 2,"Elemento conmemorativo, Lápida",40.39584394425848,-3.696128304306783
729,Monumentos,Toreros de la Beneficencia,CALLE ALCALA 231,Grupo Escultórico,40.430233472596406,-3.664690887998065
730,Monumentos,Toros ibéricos,Pº Castellana 41,Escultura conceptual o abstracta,40.43312847237076,-3.687752819735453
731,Monumentos,Tras Julia,C Pez 42,Estatua,40.42446087205427,-3.707315633210165
732,Monumentos,Triángulo de Oro,CALLE BRAVO MURILLO 376,"Elemento conmemorativo, Lápida",40.43406413409929,-3.704544691262899
733,Monumentos,Tríptico en el Hospital de Jornaleros,CALLE MAUDES 17,"Elemento conmemorativo, Lápida",40.44539205139684,-3.701197422725348
734,Monumentos,Tríptico Paseo de la Castellana,Pº Castellana 41,Escultura conceptual o abstracta,40.43277289965522,-3.686947493298401
735,Monumentos,Túnel de Bonaparte. Panel informativo,Pº Ermita de la Virgen del Puerto N/A o N/D,"Elemento conmemorativo, Lápida",40.41885438690496,-3.720906628585294
736,Monumentos,Un món per a infants,PASEO CASTELLANA 41,Escultura conceptual o abstracta,40.43491329886507,-3.689441908502898
737,Monumentos,Un pintor para El Prado,C Ruiz de Alarcón N/A o N/D,Estatua,40.41471725539349,-3.691737782638661
738,Monumentos,Unidades-Yunta,PASEO CASTELLANA 35,Escultura conceptual o abstracta,40.43376022470327,-3.689020430989787
739,Monumentos,Vagón-plataforma de tren,No disponible,Elemento de ornamentación,40.39383547535897,-3.685479386320473
740,Monumentos,Valle-Inclán. Café de la Montaña,C Alcalá 2,"Elemento conmemorativo, Lápida",40.41701409862808,-3.702275314140264
741,Monumentos,Valle-Inclán. Cueva de Zaratustra,C Mayor 84,"Elemento conmemorativo, Lápida",40.41527687511881,-3.712334878260092
742,Monumentos,Valle-Inclán. Presidente Ateneo,C Santa Catalina 10,"Elemento conmemorativo, Lápida",40.4154461463756,-3.6978743480308784
743,Monumentos,Velázquez,Pº Prado N/A o N/D,Estatua,40.4137204638882,-3.692705848764729
744,Monumentos,Velázquez,C Serrano 13,Estatua,40.42347456265254,-3.6886328999885234
745,Monumentos,Venus,Pº Recoletos N/A o N/D,Estatua,40.42174691093894,-3.691302908227248
746,Monumentos,Vicente Aleixandre,CALLE VICENTE ALEIXANDRE 3,"Elemento conmemorativo, Lápida",40.4456473780793,-3.71763706464936
747,Monumentos,Vicente Pastor,C Embajadores 5,"Elemento conmemorativo, Lápida",40.41061745811759,-3.7067463803456
748,Monumentos,Virgen de la Almudena (Réplica),Cta Vega N/A o N/D,Estatua,40.41526958756661,-3.714975020810164
749,Monumentos,Virgen de los Reyes,Gta Sevilla N/A o N/D,"Elemento conmemorativo, Lápida",40.42015270782141,-3.680607062131696
750,Monumentos,Virgen del Pilar,C Juan Bravo N/A o N/D,"Elemento conmemorativo, Lápida",40.43238465266861,-3.677936215668236
751,Monumentos,Virgen María,PLAZA SAN ANDRES 1,Estatua,40.41208167798535,-3.710809418427343
752,Monumentos,Volumen-relieve-arquitectura,Pº Castellana 41,Escultura conceptual o abstracta,40.43299474767963,-3.687515661302191
753,Monumentos,Vázquez de Mella,Pza Vázquez de Mella N/A o N/D,"Fuente, Estanque, Lámina de agua",40.42105967493394,-3.6992172155508034
754,Monumentos,Víctimas de los atentados del 11 de marzo de 2004,Avda Ciudad de Barcelona 164,"Elemento conmemorativo, Lápida",40.40135785766768,-3.677872332483349
755,Monumentos,Wamba,Pza Oriente N/A o N/D,Estatua,40.41775986680819,-3.712903273522045
756,Monumentos,Wifredo. El Velloso,Pza Oriente N/A o N/D,Estatua,40.41878450322952,-3.711829656904652
757,Monumentos,Álvaro de Bazán,Pza Villa N/A o N/D,Estatua,40.41510852626656,-3.7104118761990375
758,Monumentos,Álvaro Iglesias Sánchez,CALLE CARRANZA 7,"Elemento conmemorativo, Lápida",40.42899985474432,-3.703130552083018
759,Monumentos,Ángeles de la Paz,Avda Bruselas N/A o N/D,Grupo Escultórico,40.44302323474031,-3.664152630364104
760,Monumentos,Íñigo Arista,Pza Oriente N/A o N/D,Estatua,40.41771031975775,-3.712171949081169
761,Monumentos,Órgano,C Castelló 77,Escultura conceptual o abstracta,40.43111341538865,-3.68116555456384
