,TIPO,NOMBRE,DIRECCION,DESCRIPCION,LATITUD,LONGITUD
0,Monumentos,Abogados Laboristas,C Atocha 55,"Elemento conmemorativo, Lápida",40.41291066085913,-3.70001683012674
1,Monumentos,Abstracta I,No disponible,Escultura conceptual o abstracta,40.42174556328786,-3.6622930226849992
2,Monumentos,Abstracta II,No disponible,Escultura conceptual o abstracta,40.4219619708435,-3.6622597814331255
3,Monumentos,Abundancia,CALLE GUZMAN EL BUENO 137,Grupo Escultórico,40.44420091117868,-3.712595448820414
4,Monumentos,Academia de Farmacia,C Farmacia 9,"Elemento conmemorativo, Lápida",40.42396655835703,-3.69971884411894
5,Monumentos,Adhesión de España a la Comunidad Europea,PLAZA PROVINCIA 1,"Elemento conmemorativo, Lápida",40.41471076984459,-3.705871508121933
6,Monumentos,Agustín de Foxá,C Ibiza 1,"Elemento conmemorativo, Lápida",40.418525835938645,-3.6784335956993255
7,Monumentos,Agustín Lara,C Sombrerete 15,Estatua,40.40804163281316,-3.7036670070208766
8,Monumentos,AICO,Pza Colón N/A o N/D,"Elemento conmemorativo, Lápida",40.42473041132888,-3.6895416226062423
9,Monumentos,Al Libro,Pº Recoletos N/A o N/D,Grupo Escultórico,40.42348808542784,-3.690896360408497
10,Monumentos,Al otro lado del muro,Pº Castellana 41,Escultura conceptual o abstracta,40.43308609425179,-3.687304374990959
11,Monumentos,Alberto Aguilera,CALLE MAGDALENA 6,"Elemento conmemorativo, Lápida",40.41236475188858,-3.7028056847304582
12,Monumentos,Alejandro Busuioceanu,C General Pardiñas 32,"Elemento conmemorativo, Lápida",40.42653481671234,-3.678443331935348
13,Monumentos,Alejandro Muñoz Revenga,CALLE MELENDEZ VALDES 1,"Elemento conmemorativo, Lápida",40.432796826299686,-3.709246187769124
14,Monumentos,Alfonso R. Castelao,No disponible,"Elemento conmemorativo, Lápida",40.43550256599663,-3.6606830324377992
15,Monumentos,Alfonso VI,No disponible,Estatua,40.41973554356221,-3.7139260638011327
16,Monumentos,Alfonso VIII,No disponible,Estatua,40.41988883272301,-3.71390410926712
17,Monumentos,Alfonso X El Sabio,PASEO RECOLETOS 20,Estatua,40.42300350744837,-3.690836475609272
18,Monumentos,Alférez Provisional,CALLE FELIPE IV 1,"Elemento conmemorativo, Lápida",40.41534345623286,-3.692451639713872
19,Monumentos,Almudena,C Castelló 77,Escultura conceptual o abstracta,40.43093303716218,-3.681199102845808
20,Monumentos,Alonso I,PLAZA ORIENTE 1,Estatua,40.4176388210189,-3.711628758086704
21,Monumentos,Alonso I El Batallador,Pº República Argentina N/A o N/D,Estatua,40.41673458392933,-3.685806028277646
22,Monumentos,Alonso II,Pza Oriente N/A o N/D,Estatua,40.41771090053895,-3.712077658241268
23,Monumentos,Alonso III,Pza Oriente N/A o N/D,Estatua,40.418792785930165,-3.711947617297519
24,Monumentos,Alonso V,Pza Oriente N/A o N/D,Estatua,40.41882591552657,-3.712419459140926
25,Monumentos,Altar Parque de Roma,C Juan Esplandiú N/A o N/D,"Elemento conmemorativo, Lápida",40.41580670295219,-3.662623751583081
26,Monumentos,Amado Nervo,C Bailén 15,"Elemento conmemorativo, Lápida",40.41983268247336,-3.7127837041201888
27,Monumentos,Amigos,Pza Alfredo Mahou de la Fuente N/A o N/D,Grupo Escultórico,40.43316202971123,-3.685135819634701
28,Monumentos,América,CALLE GUZMAN EL BUENO 133,Escultura conceptual o abstracta,40.44298464158624,-3.7126774084733696
29,Monumentos,Andrés Eloy Blanco,Pº Venezuela N/A o N/D,Estatua,40.41559090108321,-3.68268271082356
30,Monumentos,Andrómaca,PASEO RECOLETOS 1,Estatua,40.4201273588685,-3.693306839089955
31,Monumentos,Antigua Fuente de las Delicias,No disponible,"Fuente, Estanque, Lámina de agua",40.43001266940232,-3.669105800700405
32,Monumentos,Antigua Iglesia y Hospital del Buen Suceso,No disponible,"Elemento conmemorativo, Lápida",40.41676929451718,-3.702532081873442
33,Monumentos,Antigua pastelería del Pozo,C Pozo 8,"Elemento conmemorativo, Lápida",40.41625481659995,-3.7012066011312754
34,Monumentos,"Antonia Mercé, la Argentina",C Ave María 8,"Elemento conmemorativo, Lápida",40.41165634023262,-3.700357414359624
35,Monumentos,Antonio Bienvenida,C Alcalá 231,Grupo Escultórico,40.431574548888406,-3.662271547166129
36,Monumentos,Antonio Bienvenida,C Alcalá 231,"Elemento conmemorativo, Lápida",40.43156128329791,-3.6630141592108862
37,Monumentos,Antonio Cánovas del Castillo,Pza Marina Española N/A o N/D,Estatua,40.42093047357748,-3.711534008918246
38,Monumentos,Antonio Machado,CALLE GENERAL ARRANDO 4,"Elemento conmemorativo, Lápida",40.43162482258305,-3.696805326523154
39,Monumentos,Antonio Maura,C Antonio Maura 18,"Elemento conmemorativo, Lápida",40.4164135338355,-3.6897985288705177
40,Monumentos,Antonio Mingote,Pza Cristino Martos 5,"Elemento conmemorativo, Lápida",40.42536059710678,-3.711910767925478
41,Monumentos,Antonio Paso Cano,C Apodaca 9,"Elemento conmemorativo, Lápida",40.42740529401708,-3.7001670894678127
42,Monumentos,Antonio Zozaya,Pza General Vara del Rey 14,"Elemento conmemorativo, Lápida",40.40965607152118,-3.707797037508429
43,Monumentos,Armando Palacio Valdés,CALLE MALDONADO 25,"Elemento conmemorativo, Lápida",40.433928351058015,-3.6823188457332994
44,Monumentos,Artieda y Labiano,C Navas de Tolosa 10,"Elemento conmemorativo, Lápida",40.419237264967286,-3.707048749464255
45,Monumentos,Ataulfo,Pza Oriente N/A o N/D,Estatua,40.41773451270585,-3.7126319020401
46,Monumentos,Atentado boda real Alfonso XIII,C Mayor 79,Grupo Escultórico,40.41506931751636,-3.71239162265991
47,Monumentos,Atentados 11-M,Pza Puerta del Sol 7,"Elemento conmemorativo, Lápida",40.41657337917506,-3.703638015095079
48,Monumentos,Augusto d'Halmar,CALLE LORETO Y CHICOTE 8,"Elemento conmemorativo, Lápida",40.42164752630175,-3.7041025189132055
49,Monumentos,Ave Fénix,PASEO CASTELLANA 33,Grupo Escultórico,40.432766597945104,-3.6890240827986474
50,Monumentos,Avenida Reyes Católicos,Pza San Francisco el Grande 1,"Elemento conmemorativo, Lápida",40.41031981667346,-3.7141329828387697
51,Monumentos,Azorín,C Zorrilla 21,"Elemento conmemorativo, Lápida",40.4168633343092,-3.6959205654576346
52,Monumentos,Azorín,Gta Azorín N/A o N/D,Estatua,40.4148375086769,-3.716373054740244
53,Monumentos,Baltasar Bachero,C Salitre 34,"Elemento conmemorativo, Lápida",40.40913294250629,-3.6990112646483055
54,Monumentos,Barrendero madrileño,Pza Jacinto Benavente N/A o N/D,Estatua,40.41453753590468,-3.703605020727631
55,Monumentos,Batalla de Lepanto,C Lepanto 2,"Elemento conmemorativo, Lápida",40.41715440847653,-3.71174175449834
56,Monumentos,Beata Maria Ana de Jesús,C Valverde 15,"Elemento conmemorativo, Lápida",40.4214480557125,-3.702026727916268
57,Monumentos,Berenguela,Pº República Argentina N/A o N/D,Estatua,40.41697753391118,-3.6858556431608087
58,Monumentos,Bernardino de Obregón,C Bernardino Obregón 1,"Elemento conmemorativo, Lápida",40.40506034008363,-3.700583665576658
59,Monumentos,Bernardo López García,C Bernardo López Garcia 9,"Elemento conmemorativo, Lápida",40.42639109099532,-3.7098821991409614
60,Monumentos,Berruguete,C Serrano 13,Estatua,40.4232307014805,-3.688736505936616
61,Monumentos,Blanca de los Ríos,C Jorge Juan 7,"Elemento conmemorativo, Lápida",40.42397062888767,-3.687022972395223
62,Monumentos,Botica de José Ortega Hernández,C Montera 17,"Elemento conmemorativo, Lápida",40.417939178235024,-3.702744632492885
63,Monumentos,Botica de la Reina Madre,C Mayor 59,"Elemento conmemorativo, Lápida",40.41565330462039,-3.709722187008997
64,Monumentos,Bravo Murillo,CALLE BRAVO MURILLO 49,Estatua,40.43406413409929,-3.704544691262899
65,Monumentos,Bárbara de Braganza,Pza Villa de París N/A o N/D,Estatua,40.425189046340655,-3.6926938182485287
66,Monumentos,Cabo Luis Noval,No disponible,Estatua,40.41916111618981,-3.712116523358495
67,Monumentos,Calderón de la Barca,C Mayor 61,"Elemento conmemorativo, Lápida",40.41558901527422,-3.7099218862595302
68,Monumentos,Calle de Milaneses,C Milaneses 1,"Elemento conmemorativo, Lápida",40.41587073747135,-3.70952409608776
69,Monumentos,Calle de Santiago,C Santiago 6,"Elemento conmemorativo, Lápida",40.41628273911103,-3.709917390841433
70,Monumentos,Callejón de Jorge Juan,C Jorge Juan 14,"Elemento conmemorativo, Lápida",40.42340904345399,-3.686015268012112
71,Monumentos,Camilo José Cela,C Claudio Coello 91,"Elemento conmemorativo, Lápida",40.43072519566812,-3.6858773991317
72,Monumentos,Camilo José Cela,C Alcalá 185,"Elemento conmemorativo, Lápida",40.42753812217486,-3.670154062267788
73,Monumentos,Campana de La Paz,Pza San Andrés 1,"Elemento conmemorativo, Lápida",40.41223789315198,-3.711348152115357
74,Monumentos,Campoamor,C Recoletos 17,"Elemento conmemorativo, Lápida",40.42163198333016,-3.689427469324901
75,Monumentos,Canalejas y Méndez,Pza Puerta del Sol 6,"Elemento conmemorativo, Lápida",40.41661263973816,-3.703108012143877
76,Monumentos,Capiteles Paseo del Prado,Pº Prado N/A o N/D,Elemento de ornamentación,40.41028013463819,-3.6925173560190094
77,Monumentos,Capitán Ángel Melgar,No disponible,Estatua,40.41754337324238,-3.7129481367276185
78,Monumentos,Cardenal Cisneros,CALLE CARDENAL CISNEROS 2,"Elemento conmemorativo, Lápida",40.42970167773532,-3.701481122740245
79,Monumentos,Carlos Arniches,C Carlos Arniches 31,"Elemento conmemorativo, Lápida",40.407059249045965,-3.7081587467204766
80,Monumentos,Carlos Arniches,CALLE MONTE ESQUINZA 1,"Elemento conmemorativo, Lápida",40.42631690961503,-3.6924528821325664
81,Monumentos,Carlos I de España y V de Alemania,Pº República Argentina N/A o N/D,Estatua,40.41661542060194,-3.68766715478062
82,Monumentos,Carlos Ibáñez de Ibero,CALLE GENERAL IBAÑEZ DE IBERO 1,"Elemento conmemorativo, Lápida",40.44636593281892,-3.710256587238363
83,Monumentos,Carlos II,Pº República Argentina N/A o N/D,Estatua,40.416635680284834,-3.6872901788795778
84,Monumentos,Carlos III,Pza Puerta del Sol N/A o N/D,Estatua,40.416988270957496,-3.7035598283891886
85,Monumentos,Carlos Lezcano,C Rollo 3,"Elemento conmemorativo, Lápida",40.41448310260679,-3.7110299859731626
86,Monumentos,Carlos Linneo (Carl von Linne),Pza Murillo 2,Estatua,40.411241739202566,-3.6898989354507767
87,Monumentos,Carlos y Guillermo Fernández-Shaw,C Carlos y Guillermo Fernández Shaw N/A o N/D,"Elemento conmemorativo, Lápida",40.40621751413108,-3.669494716473774
88,Monumentos,Carnicer Betllé Ramón,CALLE SANTA ISABEL 38,"Elemento conmemorativo, Lápida",40.41038261713785,-3.697831826169733
89,Monumentos,Carolus III Hispaniarum Rex,No disponible,Estatua,40.41991964111917,-3.713291484660253
90,Monumentos,Casa de la Panadería,Pza Mayor 27,"Elemento conmemorativo, Lápida",40.41576547335895,-3.707589958013205
91,Monumentos,Casa de la Panadería,Pza Mayor 27,"Elemento conmemorativo, Lápida",40.41578608628353,-3.707165849639369
92,Monumentos,Casa del Pescador del Retiro,Pº Duque de Fernán Núñez N/A o N/D,Edificación singular,40.42057388670932,-3.6809885110698017
93,Monumentos,Castilla,CALLE CASTELLO 77,Escultura conceptual o abstracta,40.43122422239439,-3.681123764267725
94,Monumentos,Cavanilles,Pza Murillo 2,Estatua,40.41027142480535,-3.690961537106662
95,Monumentos,Cañas silbadoras,CALLE CEA BERMUDEZ 50,Escultura conceptual o abstracta,40.4392394260177,-3.7132167894035177
96,Monumentos,Cecilio Rodríguez,No disponible,Estatua,40.41329665394614,-3.6775678151430817
97,Monumentos,Centenario de la primera sesión de cine,Ctra San Jerónimo 32,"Elemento conmemorativo, Lápida",40.41650231207727,-3.699016804459951
98,Monumentos,Centro Tercera Edad,C Jerte N/A o N/D,"Elemento conmemorativo, Lápida",40.411125260991454,-3.715001873019847
99,Monumentos,Cervantes,Pº Recoletos 20,Estatua,40.42366347102459,-3.690190864784378
100,Monumentos,Chueca,Pº Uruguay N/A o N/D,Estatua,40.41100559296495,-3.681104196857096
101,Monumentos,Cilindros en el espacio,PASEO CASTELLANA 1,Escultura conceptual o abstracta,40.42593095487881,-3.6907524317049822
102,Monumentos,Cinematógrafo,CARRERA SAN JERONIMO 32,"Elemento conmemorativo, Lápida",40.41649063167977,-3.69903000832046
103,Monumentos,Clara Campoamor,Pza Guardias de Corps N/A o N/D,Estatua,40.42705402271578,-3.7104903956023865
104,Monumentos,Claudio Moyano,C Claudio Moyano N/A o N/D,Estatua,40.40940997862946,-3.691895581068744
105,Monumentos,Claudio Sánchez Albornoz,PLAZA CELENQUE 1,"Elemento conmemorativo, Lápida",40.417362039767006,-3.706063527703705
106,Monumentos,Colegio Mayor San Pablo,CALLE ISAAC PERAL 58,"Elemento conmemorativo, Lápida",40.44216337259181,-3.7186016905372776
107,Monumentos,Columnas de la casa de las Siete Chimeneas,C Infantas 31,Elemento de ornamentación,40.42012092726248,-3.696531722885812
108,Monumentos,Columnas del Paseo del Prado,Pº Prado N/A o N/D,Elemento de ornamentación,40.41844858091697,-3.692978298440262
109,Monumentos,Columna-pedestal de los jardines de Cecilio Rodríguez,No disponible,Elemento de ornamentación,40.414151358609466,-3.677764972697376
110,Monumentos,Concesa de la Maza,C Claudio Coello 88,"Elemento conmemorativo, Lápida",40.43116794002204,-3.685657897265769
111,Monumentos,Conde de Peñalver,C Gran Vía 2,"Elemento conmemorativo, Lápida",40.41918815125242,-3.6973354321681056
112,Monumentos,Conrado del Campo,Ctra Aduana 16,"Elemento conmemorativo, Lápida",40.41843278782898,-3.700085849871293
113,Monumentos,Constitución de 1978,PASEO CASTELLANA 1,"Elemento conmemorativo, Lápida",40.42593095487881,-3.6907524317049822
114,Monumentos,Consuelo Rubio,C O'Donnell 11,"Elemento conmemorativo, Lápida",40.42186980272268,-3.679693126869741
115,Monumentos,Corral de Comedias,Pza La Corrala N/A o N/D,"Elemento conmemorativo, Lápida",40.40805701974537,-3.70261826315468
116,Monumentos,Corredera Baja de San Pablo,Cdra Baja San Pablo 28,"Elemento conmemorativo, Lápida",40.42346287303577,-3.7025545639000152
117,Monumentos,Cristóbal Colón,Pza Colón N/A o N/D,Estatua,40.42523854822379,-3.690442733466315
118,Monumentos,Cruceiro de la plaza de Galicia,Pza Galicia N/A o N/D,Elemento de ornamentación,40.419947886459376,-3.683257190665345
119,Monumentos,Cruceiro del parque de Breogán,No disponible,Elemento de ornamentación,40.436170072479904,-3.660536291550139
120,Monumentos,Cruz Puerta Cerrada,Pza Puerta Cerrada N/A o N/D,"Elemento conmemorativo, Lápida",40.41378021930392,-3.708123124122962
121,Monumentos,Cuerpo de Bomberos,C Montera 31,"Elemento conmemorativo, Lápida",40.41873450206111,-3.7023285651027273
122,Monumentos,Cátedra de taquigrafía española,C Marqués de Cubas 15,"Elemento conmemorativo, Lápida",40.41707329543314,-3.695463035197995
123,Monumentos,Daniel Urrabieta Vierge,C Huertas 28,"Elemento conmemorativo, Lápida",40.41351405995104,-3.698561570341084
124,Monumentos,Daniel Vázquez Díaz,C María de Molina 66,"Elemento conmemorativo, Lápida",40.43726580306655,-3.678232843651938
125,Monumentos,Daoiz y Velarde,Pza Dos de Mayo N/A o N/D,"Elemento conmemorativo, Lápida",40.42668629471631,-3.7043328301334046
126,Monumentos,Daoiz y Velarde y Arco de Monteleón,Pza Dos de Mayo N/A o N/D,Grupo Escultórico,40.42694011112609,-3.704076125733789
127,Monumentos,Derechos del Niño,Pº Recoletos N/A o N/D,"Elemento conmemorativo, Lápida",40.42374095694876,-3.690792854064404
128,Monumentos,Diana,Pº Uruguay N/A o N/D,Estatua,40.41883417374887,-3.6826801315977047
129,Monumentos,Diego de Silva Velázquez,C Juan Bravo N/A o N/D,Estatua,40.43282130489961,-3.683340316324859
130,Monumentos,Dimitar Dimov,Pza Lealtad 2,"Elemento conmemorativo, Lápida",40.41621111408708,-3.6920123926804185
131,Monumentos,Dinastía torera Bienvenida,C Príncipe de Vergara 3,"Elemento conmemorativo, Lápida",40.4230271157001,-3.680518151893936
132,Monumentos,Diosa Hera,Pº Duque de Fernán Núñez N/A o N/D,Estatua,40.416526576315135,-3.6798397318576814
133,Monumentos,Doctor Fleming,CALLE ALCALA 231,Grupo Escultórico,40.430233472596406,-3.664690887998065
134,Monumentos,Doctor Gómez Ulla,C Doctor Gómez Ulla 2,"Elemento conmemorativo, Lápida",40.42873857357535,-3.6682089936140234
135,Monumentos,Dodecaedro-Éter,Pº Melancólicos N/A o N/D,Escultura conceptual o abstracta,40.40835056162554,-3.719344922699494
136,Monumentos,Dos columnas en la calle Conde Duque,C Conde Duque N/A o N/D,Elemento de ornamentación,40.42874330779235,-3.7097418848089054
137,Monumentos,Dos columnas en los jardines de Cecilio Rodríguez,No disponible,Elemento de ornamentación,40.41410292913856,-3.678342025490112
138,Monumentos,Dos fuentes circulares de la Fundación BBVA,Pº Recoletos N/A o N/D,"Fuente, Estanque, Lámina de agua",40.42142232345363,-3.6913467365689225
139,Monumentos,Dos Niños,C Portal de Belén N/A o N/D,Grupo Escultórico,40.412233616002936,-3.674480959814064
140,Monumentos,Duque de Alba y de Berwick,C Princesa 20,"Elemento conmemorativo, Lápida",40.42674361206256,-3.712620883424545
141,Monumentos,Décollage naval,C Marqués de Villamagna N/A o N/D,Escultura conceptual o abstracta,40.42952059015248,-3.688470572430672
142,Monumentos,Día y Noche,No disponible,Grupo Escultórico,40.40607338451187,-3.689421897582009
143,Monumentos,Edificio de la Beneficiencia,C Ternera 2,"Elemento conmemorativo, Lápida",40.419228328588055,-3.707036868519804
144,Monumentos,Eduardo Alfonso,C Arenal 26,"Elemento conmemorativo, Lápida",40.41777918325024,-3.708294708394733
145,Monumentos,Eduardo Marquina,C Barquillo 7,"Elemento conmemorativo, Lápida",40.42040473245866,-3.6957802437974414
146,Monumentos,Eduardo Rosales,CALLE VALGAME DIOS 2,"Elemento conmemorativo, Lápida",40.42225144093059,-3.6965856485584423
147,Monumentos,Eduardo Rosales,CALLE LIBERTAD 23,"Elemento conmemorativo, Lápida",40.421493119599134,-3.697412637401013
148,Monumentos,Educación de la Infancia,PLAZA SALESAS 1,Grupo Escultórico,40.42428273262809,-3.694874905668776
149,Monumentos,El Abrazo,Pza Antón Martín N/A o N/D,Grupo Escultórico,40.41239209144543,-3.699363215525605
150,Monumentos,El Ángel Caído,Gta Ángel Caído N/A o N/D,Estatua,40.41104208709156,-3.682554238974761
151,Monumentos,El Encierro,C Julio Camba N/A o N/D,Grupo Escultórico,40.431654354969695,-3.664064345434864
152,Monumentos,El lector,C San Justo N/A o N/D,Estatua,40.41403192602032,-3.7096815781345738
153,Monumentos,El Pueblo Español tiene un camino que conduce a una estrella,C Sánchez Bustillo N/A o N/D,Escultura conceptual o abstracta,40.40875801495883,-3.6939513782964983
154,Monumentos,El Racing Club a los héroes de África,PLAZA CHAMBERI 4,"Elemento conmemorativo, Lápida",40.43305957226368,-3.6971236062808535
155,Monumentos,El Vecino Curioso,C Almudena N/A o N/D,Estatua,40.4152187560347,-3.712994319712841
156,Monumentos,Elemento mecánico ferroviario,C Arganda 9,Elemento de ornamentación,40.40048694546989,-3.705980515830345
157,Monumentos,Eloy Gonzalo 'Cascorro',Pza Cascorro N/A o N/D,Estatua,40.41022670656216,-3.707296225893901
158,Monumentos,Embarcadero del Estanque del Retiro,Pº Estanque (Parque del Retiro) N/A o N/D,Edificación singular,40.418310166004126,-3.684454707612634
159,Monumentos,Emilia Pardo Bazán,C Princesa N/A o N/D,Estatua,40.42630982623611,-3.71284028886576
160,Monumentos,Enrique Carrión,C Gran Vía 41,"Elemento conmemorativo, Lápida",40.42049225133877,-3.706602171901796
161,Monumentos,Enrique Herreros,CALLE CEA BERMUDEZ 2,Estatua,40.43886167817721,-3.705715607409165
162,Monumentos,Enrique II,Pº República Argentina N/A o N/D,Estatua,40.41687869965985,-3.687328012742586
163,Monumentos,Enrique Jardiel Poncela,C Augusto Figueroa 29,"Elemento conmemorativo, Lápida",40.42242501281427,-3.69839440827648
164,Monumentos,Enrique Tierno Galván,Pº Duque de Fernán Núñez N/A o N/D,Escultura conceptual o abstracta,40.41690451816765,-3.679914257964233
165,Monumentos,Enrique Tierno Galván,No disponible,Estatua,40.393656142593485,-3.685336172548901
166,Monumentos,Escosura,CALLE RIOS ROSAS 21,Estatua,40.44209227424258,-3.700373464615154
167,Monumentos,Escudo de Madrid en mosaico,C Segovia N/A o N/D,Elemento de ornamentación,40.41422506311017,-3.71343171822365
168,Monumentos,Escudo de Madrid en piedra calle Segovia,C Segovia 21,Elemento de ornamentación,40.413720953136334,-3.71336746182671
169,Monumentos,Escuela de Estudios Superiores del Magisterio,C Montalbán 12,"Elemento conmemorativo, Lápida",40.41783750929659,-3.689706987744792
170,Monumentos,Escultura ecuestre alegórica I Jardines de Sabatini,No disponible,Estatua,40.42035472377147,-3.714321599596437
171,Monumentos,Escultura ecuestre alegórica II Jardines de Sabatini,No disponible,Estatua,40.42032218422668,-3.713755451789632
172,Monumentos,Escultura en el Consejo Económico y Social,C Huertas 73,Escultura conceptual o abstracta,40.41304841396701,-3.69510336522463
173,Monumentos,Esculturas gemelas de niños,CALLE SANTISIMA TRINIDAD 37,Grupo Escultórico,40.438157283286685,-3.701196886214348
174,Monumentos,Esfinges,C Serrano 13,Grupo Escultórico,40.42338482879358,-3.688573044277186
175,Monumentos,Estanque central Sabatini,No disponible,"Fuente, Estanque, Lámina de agua",40.419959954022325,-3.714058098751212
176,Monumentos,Estanque circular de la antigua Casa de Fieras,No disponible,"Fuente, Estanque, Lámina de agua",40.41555788159282,-3.679110989620168
177,Monumentos,Estanque circular en el Paseo de la Castellana,Pº Castellana 42,"Fuente, Estanque, Lámina de agua",40.43368587553847,-3.687947137638115
178,Monumentos,Estanque circular Nuevos Ministerios,PASEO CASTELLANA 67,"Fuente, Estanque, Lámina de agua",40.44433427285205,-3.691993325190449
179,Monumentos,Estanque circular Sabatini,No disponible,"Fuente, Estanque, Lámina de agua",40.42092444005092,-3.713973995352851
180,Monumentos,Estanque de las Campanillas,Pº Paraguay N/A o N/D,"Fuente, Estanque, Lámina de agua",40.41589581396753,-3.685962527190167
181,Monumentos,Estanque del jardín de Vivaces,No disponible,"Fuente, Estanque, Lámina de agua",40.41012606609325,-3.677465300065819
182,Monumentos,Estanque del Palacio de Cristal,No disponible,"Fuente, Estanque, Lámina de agua",40.41380564579256,-3.681403517609684
183,Monumentos,Estanque Descubrimiento,Pza Colón N/A o N/D,"Fuente, Estanque, Lámina de agua",40.424746023229176,-3.688433676378956
184,Monumentos,Estanque e isla ovalada del Parque del Retiro,No disponible,"Fuente, Estanque, Lámina de agua",40.41197594374296,-3.681550067146405
185,Monumentos,Estanque grande del Retiro,Pº Estanque (Parque del Retiro) N/A o N/D,"Fuente, Estanque, Lámina de agua",40.41715085868409,-3.683971477806366
186,Monumentos,Estanque lineal en seis tramos del parque de las  Delicias,C Párroco Eusebio Cuenca N/A o N/D,"Fuente, Estanque, Lámina de agua",40.39696134032337,-3.690071305804791
187,Monumentos,Estanque norte Nuevos Ministerios,PASEO CASTELLANA 67,"Fuente, Estanque, Lámina de agua",40.44433427285205,-3.691993325190449
188,Monumentos,Estanque para patos de los jardines del Campo del Moro,No disponible,"Fuente, Estanque, Lámina de agua",40.417500428933074,-3.719878487615263
189,Monumentos,Estanque para patos del parque Fuente del Berro,No disponible,"Fuente, Estanque, Lámina de agua",40.42308817341625,-3.6622472501767622
190,Monumentos,Estanque pequeño de los jardines de Cecilio Rodríguez,No disponible,"Fuente, Estanque, Lámina de agua",40.4140517120797,-3.6778582648345863
191,Monumentos,Estanque rectangular Nuevos Ministerios,PASEO CASTELLANA 67,"Fuente, Estanque, Lámina de agua",40.44433427285205,-3.691993325190449
192,Monumentos,Estanque rectangular Vistillas,Pza Gabriel Miró N/A o N/D,"Fuente, Estanque, Lámina de agua",40.41262981907358,-3.714994225336953
193,Monumentos,Estanque rústico y puente de los jardines de Cecilio Rodríguez,No disponible,"Fuente, Estanque, Lámina de agua",40.41377382953955,-3.677619747324387
194,Monumentos,Estanque Toledo-Acacias,No disponible,"Fuente, Estanque, Lámina de agua",40.40181285028107,-3.713064975961215
195,Monumentos,Estanque óvalo del Retiro,Pº Panamá N/A o N/D,"Fuente, Estanque, Lámina de agua",40.41906593779074,-3.680042103579967
196,Monumentos,Estanques en cascada de los jardines de Cecilio Rodríguez,No disponible,"Fuente, Estanque, Lámina de agua",40.41428676283095,-3.677719185170575
197,Monumentos,Estanques gemelos de la antigua Casa de Fieras,No disponible,"Fuente, Estanque, Lámina de agua",40.41467095012855,-3.678265223584779
198,Monumentos,Estanques largos de los jardines de Cecilio Rodríguez,No disponible,"Fuente, Estanque, Lámina de agua",40.41347350776981,-3.678135336042064
199,Monumentos,Estela de Venus,Pº Castellana 41,Escultura conceptual o abstracta,40.43275348140874,-3.687183090834124
200,Monumentos,Estructura permutacional,Pº Castellana 41,Escultura conceptual o abstracta,40.43311417088938,-3.687127813560773
201,Monumentos,Estructuración hiperpoliédrica del espacio,PASEO CASTELLANA 41,Escultura conceptual o abstracta,40.43491329886507,-3.689441908502898
202,Monumentos,Eugenio d'Ors,Pza Cordón 2,"Elemento conmemorativo, Lápida",40.41414454844736,-3.710413524313653
203,Monumentos,Eugenio d´Ors Rovira,Pº Prado N/A o N/D,"Fuente, Estanque, Lámina de agua",40.41362606933988,-3.693423852103825
204,Monumentos,Eurico,Pza Oriente N/A o N/D,Estatua,40.41773567494212,-3.712443320308865
205,Monumentos,Eva Perón,Avda Francisco Silvela 4,Estatua,40.429739137554336,-3.669668973112901
206,Monumentos,Fama,C Barceló N/A o N/D,"Fuente, Estanque, Lámina de agua",40.42609649613704,-3.70057790646442
207,Monumentos,Farolero madrileño,C Concepción Jerónima 15,Estatua,40.41396658434898,-3.705638132823516
208,Monumentos,Fauno,No disponible,Estatua,40.40157768508294,-3.713215690528679
209,Monumentos,Federico de Madrazo,C Los Madrazo 24,"Elemento conmemorativo, Lápida",40.417598552315056,-3.696505709231041
210,Monumentos,Federico García Lorca,Pza Santa Ana N/A o N/D,Estatua,40.41476419560086,-3.70040142372502
211,Monumentos,Federico García Lorca,C Alcalá 96,"Elemento conmemorativo, Lápida",40.424430869780174,-3.676194201964579
212,Monumentos,Federico Romero Sarachaga,CALLE EL ESPA&amp;Ntilde;OLETO 23,"Elemento conmemorativo, Lápida",40.43126535988618,-3.694200146405517
213,Monumentos,Felipe II,No disponible,Estatua,40.41975144920558,-3.714268068743975
214,Monumentos,Felipe III,Pza Mayor N/A o N/D,Estatua,40.41539735232832,-3.707385727413197
215,Monumentos,Felipe IV,Pza Oriente N/A o N/D,Estatua,40.41833175779973,-3.7122020764109696
216,Monumentos,Felipe IV,C Méndez Núñez 1,Estatua,40.4158609202182,-3.6903115047286152
217,Monumentos,Felipe Picatoste Rodríguez,Pza Cordón 3,"Elemento conmemorativo, Lápida",40.4141929207196,-3.709871853716179
218,Monumentos,Ferenc Liszt,PLAZA CORTES 6,"Elemento conmemorativo, Lápida",40.41570562543985,-3.695093115648036
219,Monumentos,Fernando de Castro,C Arenal 16,"Elemento conmemorativo, Lápida",40.4174236799352,-3.707501246384424
220,Monumentos,Fernando Fresno,C Santa Isabel 28,"Elemento conmemorativo, Lápida",40.41098246109904,-3.698570749462138
221,Monumentos,Fernando I,Pza Oriente N/A o N/D,Estatua,40.41884291549989,-3.7125846609181177
222,Monumentos,Fernando III El Santo,No disponible,Estatua,40.42020223558045,-3.7142138986913062
